Entity,Code,Year,Executions,Meningitis,Alzheimer's disease and other dementias,Parkinson's disease,Nutritional deficiencies,Malaria ,Drowning ,Interpersonal violence,Maternal disorders,HIV/AIDS,Drug use disorders,Tuberculosis,Cardiovascular diseases,Lower respiratory infections,Neonatal disorders,Alcohol use disorders,Self-harm,Exposure to forces of nature,Diarrheal diseases,Environmental heat and cold exposure,Neoplasms,Conflict and terrorism,Diabetes mellitus,Chronic kidney disease,Poisonings,Protein-energy malnutrition,Terrorism,Road injuries,Chronic respiratory diseases,Cirrhosis and diseases,Digestive diseases,"Fire, heat, and hot substances",Acute hepatitis,Population
Argentina,ARG,1990,,772,4983,1494,1323,9,1128,2024,448,559,22,1641,98783,8684,9407,949,2758,21,1073,29,56399,162,7096,7129,308,1277,1,4361,9894,5943,12139,627,107,
Argentina,ARG,1991,,757,5161,1526,1323,9,1120,2007,433,670,24,1587,97610,9048,9257,992,2875,0,1006,32,57122,114,7345,7261,305,1275,1,4502,10211,5895,12062,645,108,
Argentina,ARG,1992,,732,5383,1594,1322,8,1108,2105,418,909,25,1528,98286,9536,8704,1028,3065,45,920,35,58603,143,7741,7575,300,1272,33,4679,10766,5961,12201,667,105,
Argentina,ARG,1993,,731,5609,1644,1303,8,1070,2123,406,1003,27,1465,97030,10037,8334,1062,3194,15,839,37,59365,125,8026,7788,293,1252,,4843,11182,5859,12109,678,103,
Argentina,ARG,1994,,698,5843,1670,1297,8,1047,2226,372,1328,28,1384,94314,10484,7887,1101,3343,0,795,41,59889,132,8190,7939,287,1246,86,4989,11440,5758,11961,682,104,
Argentina,ARG,1995,,698,6142,1748,1369,7,1015,2173,388,1635,30,1365,94708,11535,7514,1131,3496,6,798,45,61086,40,8479,8372,286,1314,0,5082,12171,5806,12112,699,100,
Argentina,ARG,1996,,693,6439,1818,1452,7,1022,2276,408,1867,31,1330,94471,12577,7286,1145,3707,0,802,50,62791,53,8693,8856,287,1392,1,5241,12775,5921,12313,727,93,
Argentina,ARG,1997,,639,6749,1910,1585,7,1006,2179,396,2049,35,1258,94388,13844,6972,1164,3965,19,827,57,64496,3,9013,9620,287,1519,3,5383,13514,6021,12466,744,76,
Argentina,ARG,1998,,638,7058,2013,1712,7,998,2055,404,1907,41,1188,95359,15388,6977,1121,4157,23,829,59,66293,0,9456,10446,277,1635,,5537,14362,6085,12660,747,66,
Argentina,ARG,1999,,616,7319,2082,1791,6,973,2169,423,1767,43,1136,95713,16898,6564,1071,4328,11,808,63,67589,0,9837,11112,280,1703,0,5556,14948,6100,12796,754,60,
Argentina,ARG,2000,,591,7516,2081,1779,6,920,2544,399,1753,42,1045,91977,17874,6168,999,4394,19,760,94,67318,0,9715,11362,278,1693,,5439,14803,5971,12632,717,55,
Argentina,ARG,2001,,576,7763,2125,1806,6,915,2581,437,1767,45,1007,91810,19379,6002,943,4546,33,745,66,68241,0,9807,11823,274,1718,0,5486,15184,6040,12830,714,53,
Argentina,ARG,2002,,586,8016,2182,1903,5,893,2691,473,1829,46,1001,93054,20952,6218,896,4600,21,759,62,69686,0,9917,12360,286,1810,,5504,15645,6171,13140,715,49,
Argentina,ARG,2003,,591,8268,2246,1886,5,836,2430,460,1878,44,969,93723,22545,6186,888,4463,32,736,60,70855,0,10038,12674,288,1792,0,5531,16143,6255,13399,711,49,
Argentina,ARG,2004,,577,8476,2249,1751,5,766,2061,448,1747,44,906,91239,23215,5763,865,4290,7,686,58,70656,0,9835,12517,294,1664,,5506,16012,6171,13287,694,48,
Argentina,ARG,2005,,561,8710,2257,1614,4,737,1957,429,1620,46,861,89381,23776,5141,860,4283,14,651,59,70761,0,9627,12468,305,1536,0,5622,15961,6242,13363,731,45,
Argentina,ARG,2006,,552,9010,2307,1537,4,718,2242,450,1692,49,834,89434,24781,4872,857,4310,3,643,56,71641,0,9476,12676,291,1461,,5801,16102,6414,13639,705,43,
Argentina,ARG,2007,,554,9368,2408,1514,4,718,1894,467,1727,52,835,91606,26506,5055,864,4504,14,650,93,73495,0,9603,13170,306,1439,,6094,16808,6743,14194,734,41,
Argentina,ARG,2008,,552,9633,2397,1417,4,695,2340,438,1714,54,796,89122,26764,5055,843,4549,11,649,54,72954,0,9193,12992,296,1349,,6202,16506,6720,14143,718,39,
Argentina,ARG,2009,,556,9999,2442,1368,4,668,2399,489,1721,57,783,89543,27964,4849,812,4574,22,660,52,73515,0,9151,13172,296,1304,0,6281,16632,6828,14370,716,37,
Argentina,ARG,2010,,558,10411,2544,1352,0,652,2452,440,1651,60,760,91734,29690,4794,775,4584,7,687,52,74506,0,9202,13550,294,1284,0,6349,17202,6977,14748,717,35,
Argentina,ARG,2011,,554,10756,2603,1320,0,636,2535,418,1611,65,755,92474,31052,4622,751,4680,2,710,48,75294,0,9237,13762,295,1250,0,6449,17508,7179,15121,715,35,
Argentina,ARG,2012,,490,11042,2643,1290,0,625,2743,391,1733,68,745,92630,32009,4332,732,4782,4,723,48,75967,0,9237,13942,294,1218,0,6551,17593,7383,15460,703,34,
Argentina,ARG,2013,,476,11296,2696,1269,0,607,2847,384,1747,72,753,93311,33579,4281,718,4841,58,745,48,76594,0,9296,14190,294,1199,0,6639,17668,7558,15855,694,34,
Argentina,ARG,2014,,472,11480,2739,1245,0,583,2959,395,1766,74,744,93640,34668,4216,723,4805,8,766,46,76832,0,9334,14289,283,1176,0,6514,17789,7659,16158,673,35,
Argentina,ARG,2015,,469,11651,2831,1263,0,563,2905,398,1765,78,740,95955,36109,3831,728,4773,17,781,45,78388,0,9655,14607,274,1189,0,6394,18280,7950,16770,661,35,
Argentina,ARG,2016,,478,11811,2966,1303,0,572,2917,378,1817,83,761,100391,38173,3614,742,4926,10,803,44,81304,1,10194,15219,275,1224,0,6406,19026,8408,17598,678,35,
Argentina,ARG,2017,,470,11884,3019,1328,0,573,2900,378,1810,81,751,101975,37601,3438,771,4979,1,786,45,83141,0,10498,15531,276,1249,0,6431,19334,8488,17757,681,36,
Argentina,ARG,2018,,458,11900,2999,1314,0,571,2891,376,1796,83,734,100742,36482,3336,795,5009,2,761,44,83676,0,10548,15446,273,1239,,6391,19145,8449,17640,672,36,
Argentina,ARG,2019,,453,12045,3043,1330,0,566,2881,377,1777,86,727,101725,36264,3272,821,5029,0,757,45,85209,0,10762,15665,272,1255,,6318,19348,8525,17792,672,36,44938712
Belize,BLZ,1990,,7,18,3,19,1,15,17,2,29,0,14,233,70,90,2,7,0,27,0,93,6,42,22,4,17,,34,22,20,37,4,1,
Belize,BLZ,1991,,6,18,3,18,0,17,19,2,20,0,14,224,69,87,2,8,0,25,0,93,18,41,22,5,17,2,40,22,20,37,4,1,
Belize,BLZ,1992,,6,19,3,17,0,17,20,2,23,0,14,225,69,84,2,9,0,22,0,95,1,41,23,4,16,1,42,23,21,38,4,1,
Belize,BLZ,1993,,5,19,4,16,2,16,19,2,30,0,14,232,69,82,2,9,0,20,0,98,7,43,24,4,15,,42,24,21,39,4,1,
Belize,BLZ,1994,,5,20,4,15,0,15,22,2,39,0,14,242,69,78,3,10,0,19,0,103,14,46,25,3,14,,44,25,22,40,3,1,
Belize,BLZ,1995,,5,21,4,15,1,17,20,2,32,0,15,256,72,76,3,12,0,19,0,111,7,51,28,3,14,,52,27,24,43,4,1,
Belize,BLZ,1996,,5,22,5,15,0,18,25,2,40,0,14,278,77,76,3,13,0,19,0,122,1,57,31,3,14,,56,30,27,46,4,1,
Belize,BLZ,1997,,4,23,5,15,0,18,34,3,35,0,15,302,84,76,4,14,0,19,0,135,0,64,35,3,14,,62,35,30,51,4,1,
Belize,BLZ,1998,,4,23,6,15,1,19,44,3,39,0,16,319,88,76,4,15,9,19,0,147,0,70,40,3,13,,64,39,32,54,4,1,
Belize,BLZ,1999,,4,23,6,14,0,19,42,3,54,1,16,333,92,76,5,16,0,17,0,156,0,78,44,2,13,,64,42,34,57,4,1,
Belize,BLZ,2000,,4,23,6,14,0,19,46,3,64,1,16,345,92,76,5,17,14,16,0,161,0,83,48,2,13,0,63,42,35,58,4,1,
Belize,BLZ,2001,,4,23,6,13,0,19,53,3,57,1,15,313,90,76,5,17,30,14,0,161,0,82,49,2,12,,64,41,35,58,4,0,
Belize,BLZ,2002,,3,24,6,13,0,20,62,4,73,1,15,300,87,75,5,17,0,13,0,160,0,83,50,2,12,,63,39,34,57,4,0,
Belize,BLZ,2003,,3,24,6,12,0,20,59,4,77,1,14,299,87,73,5,17,0,13,0,164,0,87,52,2,11,,61,40,35,58,3,0,
Belize,BLZ,2004,,3,25,7,12,0,20,57,4,82,1,14,302,88,72,5,18,0,13,0,170,0,93,56,2,11,,60,42,36,60,3,0,
Belize,BLZ,2005,,3,26,7,12,0,21,66,4,69,1,13,300,86,71,5,18,3,12,0,174,0,98,59,2,11,,59,43,37,61,3,0,
Belize,BLZ,2006,,3,27,7,11,0,20,68,5,71,1,13,307,86,70,6,18,0,12,0,182,0,103,62,1,10,,57,44,38,63,3,0,
Belize,BLZ,2007,,3,28,7,11,0,21,68,4,65,1,13,309,85,69,6,18,0,12,0,187,0,103,63,1,10,,58,45,39,64,3,0,
Belize,BLZ,2008,,2,29,7,11,0,21,75,4,60,1,13,304,83,68,6,19,8,12,0,188,0,102,65,1,10,,57,45,39,65,3,0,
Belize,BLZ,2009,,2,30,8,11,0,21,87,4,72,1,13,316,84,67,7,19,0,11,0,195,0,107,69,1,10,,56,47,40,67,3,0,
Belize,BLZ,2010,,2,32,8,11,0,22,96,5,76,1,13,330,86,66,7,20,0,11,0,205,0,112,74,1,10,,58,50,42,70,3,0,
Belize,BLZ,2011,,2,33,8,10,0,22,98,5,74,1,13,337,88,66,7,21,0,11,0,213,0,114,77,1,9,,61,51,44,72,3,0,
Belize,BLZ,2012,,2,34,8,10,0,22,100,5,74,1,12,340,87,63,8,21,0,11,0,219,0,115,80,1,9,,61,52,45,73,3,0,
Belize,BLZ,2013,,2,36,9,10,0,22,98,5,77,1,12,352,90,62,8,22,0,10,0,228,0,119,85,1,9,0,64,55,48,77,3,0,
Belize,BLZ,2014,,2,38,9,11,0,23,94,5,89,1,13,372,93,60,9,22,0,11,0,240,0,124,91,1,10,,66,59,52,82,3,0,
Belize,BLZ,2015,,2,39,10,12,0,23,100,6,96,1,13,388,98,60,9,23,0,11,0,251,0,128,96,1,11,,69,63,55,87,4,0,
Belize,BLZ,2016,,2,41,10,12,0,24,109,6,83,1,14,400,99,60,10,24,0,11,0,259,0,132,99,1,11,,73,65,58,92,4,0,
Belize,BLZ,2017,,2,43,10,12,0,25,111,5,81,1,14,416,102,58,10,26,0,11,0,271,0,138,102,1,11,,76,67,60,94,4,0,
Belize,BLZ,2018,,2,46,11,13,0,25,112,5,81,1,14,444,108,57,11,27,0,11,0,287,0,147,108,1,12,,78,71,63,99,4,0,
Belize,BLZ,2019,,2,48,12,13,0,25,114,5,80,1,15,464,112,57,11,28,0,11,0,299,0,154,112,1,12,,80,74,65,103,4,0,390351
Bolivia,BOL,1990,,459,405,153,2063,144,746,460,727,206,19,4625,8243,10239,6482,231,390,0,2903,20,5514,6,1234,1231,131,1972,6,1907,1856,1487,3414,261,50,
Bolivia,BOL,1991,,450,423,160,2019,119,745,470,767,254,20,4420,8392,9942,6381,237,405,0,3072,20,5679,7,1278,1275,129,1929,7,1918,1865,1528,3457,259,50,
Bolivia,BOL,1992,,441,442,167,1970,122,737,478,809,301,21,4206,8561,9609,6278,243,421,53,2985,20,5872,5,1332,1327,128,1880,5,1929,1878,1575,3510,256,49,
Bolivia,BOL,1993,,429,460,175,1903,76,725,491,831,345,23,4108,8750,9314,6164,249,440,0,2741,20,6072,0,1390,1386,125,1813,,1939,1903,1621,3562,253,49,
Bolivia,BOL,1994,,417,479,181,1842,63,716,502,835,387,24,3932,8834,9018,6062,253,454,5,2432,20,6238,1,1438,1439,123,1754,1,1933,1917,1661,3597,249,48,
Bolivia,BOL,1995,,406,499,190,1788,36,701,512,823,423,25,3827,8982,8768,5960,260,475,0,2334,20,6456,0,1500,1512,121,1699,0,1949,1950,1714,3654,245,47,
Bolivia,BOL,1996,,394,520,198,1726,34,699,517,805,458,26,3678,9038,8520,5861,264,489,40,2242,21,6628,0,1553,1582,118,1639,0,1944,1973,1756,3687,241,46,
Bolivia,BOL,1997,,383,546,211,1675,24,709,527,816,490,28,3453,9254,8258,5769,274,517,56,2048,21,6941,4,1646,1691,116,1588,4,1982,2025,1842,3790,239,44,
Bolivia,BOL,1998,,369,569,222,1607,15,696,536,773,519,30,3282,9358,7993,5666,280,537,155,1944,21,7166,0,1715,1792,113,1521,,1988,2065,1907,3858,234,42,
Bolivia,BOL,1999,,355,593,233,1532,16,686,539,756,548,31,3203,9481,7788,5569,285,554,0,1854,22,7382,0,1784,1903,109,1448,,1985,2118,1964,3919,231,39,
Bolivia,BOL,2000,,315,622,247,1470,35,684,595,711,575,32,2985,9600,7585,5493,287,573,31,1723,28,7642,0,1860,2019,106,1386,,1986,2170,2020,3980,224,36,
Bolivia,BOL,2001,,302,653,260,1385,9,666,548,674,599,33,2788,9695,7380,5393,285,582,41,1606,31,7873,0,1924,2122,101,1303,,1962,2220,2074,4037,215,34,
Bolivia,BOL,2002,,289,687,273,1307,7,638,557,664,616,34,2643,9864,7187,5284,284,598,96,1486,22,8140,0,2004,2233,97,1227,,1953,2276,2129,4099,208,32,
Bolivia,BOL,2003,,275,725,287,1236,6,613,559,652,626,35,2484,10050,7003,5187,284,605,109,1379,21,8375,0,2078,2335,93,1158,0,1929,2334,2183,4163,200,30,
Bolivia,BOL,2004,,264,765,301,1178,5,588,566,636,635,36,2342,10242,6864,5128,283,611,34,1278,21,8617,2,2146,2421,90,1100,,1905,2392,2230,4221,194,28,
Bolivia,BOL,2005,,254,803,316,1126,7,566,570,655,647,37,2268,10525,6762,5058,284,618,0,1208,21,8884,0,2222,2525,85,1049,0,1872,2462,2280,4296,189,27,
Bolivia,BOL,2006,,245,844,333,1084,12,550,573,632,654,38,2166,10835,6674,4989,287,625,25,1126,21,9163,0,2294,2627,82,1008,,1867,2539,2338,4376,184,26,
Bolivia,BOL,2007,,240,888,349,1061,11,538,584,661,657,39,2075,11198,6642,4940,292,643,65,1052,21,9505,0,2391,2745,82,984,0,1894,2623,2400,4464,183,25,
Bolivia,BOL,2008,,233,933,367,1035,6,532,594,668,676,40,2020,11569,6613,4891,297,655,50,991,21,9820,0,2487,2873,81,958,,1908,2713,2461,4557,181,24,
Bolivia,BOL,2009,,226,977,384,1011,5,525,607,656,699,41,1980,11959,6584,4847,302,667,0,947,21,10143,0,2582,3008,79,933,0,1921,2808,2525,4656,179,24,
Bolivia,BOL,2010,,221,1022,403,993,13,511,628,645,734,42,1924,12358,6576,4808,307,676,26,900,25,10485,0,2681,3155,78,916,,1933,2899,2585,4748,177,23,
Bolivia,BOL,2011,,215,1067,423,977,4,504,626,635,779,43,1865,12804,6589,4760,312,683,52,859,21,10866,0,2804,3318,77,899,,1947,2987,2656,4855,176,23,
Bolivia,BOL,2012,,210,1105,440,962,5,500,628,623,823,44,1823,13200,6592,4696,318,688,13,827,21,11217,0,2923,3484,75,883,0,1959,3062,2726,4958,175,22,
Bolivia,BOL,2013,,206,1146,457,950,8,492,628,614,840,45,1817,13627,6617,4634,324,693,88,806,40,11559,0,3039,3616,74,870,,1949,3145,2795,5065,174,22,
Bolivia,BOL,2014,,165,1184,471,936,4,489,644,601,837,45,1949,14042,6586,4527,329,695,126,818,23,11803,0,3133,3745,73,856,,1949,3247,2847,5165,174,21,
Bolivia,BOL,2015,,153,1229,490,927,1,486,640,593,836,47,1844,14418,6566,4413,337,708,40,782,22,12216,0,3264,3874,72,845,,1976,3314,2934,5287,174,21,
Bolivia,BOL,2016,,145,1277,513,924,0,478,624,589,804,51,1629,14779,6547,4290,346,727,4,732,21,12761,0,3424,4010,72,842,,2017,3359,3053,5438,175,20,
Bolivia,BOL,2017,,142,1312,529,913,0,477,624,582,772,53,1613,15127,6566,4185,353,736,0,724,21,13150,0,3532,4131,72,830,,2037,3424,3142,5573,175,20,
Bolivia,BOL,2018,,138,1354,550,901,0,470,620,567,757,54,1574,15537,6556,3977,361,742,6,703,21,13610,0,3669,4283,71,818,,2014,3505,3234,5708,174,20,
Bolivia,BOL,2019,,134,1393,569,895,0,464,615,557,732,56,1550,15905,6570,3809,368,743,58,688,21,14035,0,3797,4425,70,810,,2037,3578,3319,5833,174,19,11513102
Brazil,BRA,1990,,8388,13314,2891,16573,4212,10778,43818,3818,8072,187,9951,269723,67705,82075,4593,9249,35,42554,232,117672,43,27284,16255,390,15599,3,44236,40254,24474,43933,2721,347,
Brazil,BRA,1991,,8045,13951,2959,15676,4099,10415,43618,3433,10136,194,9552,266804,64765,78525,4749,9155,56,39845,214,119232,31,27756,16324,374,14774,12,43302,40891,24488,44038,2650,342,
Brazil,BRA,1992,,7741,14719,3094,15056,4045,10108,42765,3097,12066,197,9341,270678,63313,75205,4920,9196,205,37118,202,123095,51,28799,16816,361,14210,28,42739,42710,24913,44905,2521,336,
Brazil,BRA,1993,,7629,15589,3304,14576,3131,10021,45849,2983,14525,209,9358,280562,63254,72342,5131,9442,4,34879,192,129215,48,30572,17655,352,13750,,43280,45747,25965,46772,2481,328,
Brazil,BRA,1994,,7391,16412,3424,14000,3257,9952,47507,3064,16499,225,9218,282052,61913,69857,5329,9539,21,32254,174,132940,33,31437,18143,335,13223,15,43614,47315,26329,47419,2404,324,
Brazil,BRA,1995,,7180,17308,3543,13526,3186,9852,51099,2509,18245,246,9074,283063,60341,68160,5518,9562,268,29213,149,137053,36,32314,18766,324,12785,13,44116,49103,26604,48024,2365,316,
Brazil,BRA,1996,,6863,18292,3696,13328,2298,9782,51801,2530,18234,263,8945,286928,58595,66907,5741,9715,239,26598,111,142403,53,33084,19670,312,12590,22,44659,51461,26864,48882,2309,325,
Brazil,BRA,1997,,6500,19346,3819,13138,1626,9570,53278,2437,15788,271,8779,286370,56363,65825,5969,10000,114,24231,95,146369,36,33427,20348,302,12396,28,44074,52548,26991,49163,2236,326,
Brazil,BRA,1998,,6122,20506,4009,13099,1693,9249,55655,2467,14615,280,8724,291345,55338,64786,6182,10424,42,22513,86,152347,1,34467,21405,296,12334,0,43023,54781,27520,50204,2209,324,
Brazil,BRA,1999,,5397,21681,4176,12949,1767,9003,55424,2439,14466,279,8609,294045,54223,64021,6447,10651,58,20503,82,157697,5,35622,22410,278,12165,1,42575,55801,27998,51242,2095,333,
Brazil,BRA,2000,,4970,22925,4345,12628,1779,8819,57844,2255,14524,282,8323,295292,53538,63291,6709,10796,150,18454,99,162732,0,36766,23306,260,11838,0,42084,56021,28376,52152,2089,335,
Brazil,BRA,2001,,4694,24254,4556,12530,948,8731,60012,2224,14720,289,8123,298715,53715,62213,6971,10980,121,17145,76,167936,4,37850,24138,251,11699,1,42371,56610,28885,53375,1985,334,
Brazil,BRA,2002,,4437,25745,4797,12215,836,8757,61969,2247,14657,296,7859,303435,54562,60921,7227,11143,157,16101,74,173241,0,39146,24910,249,11375,0,43059,57466,29422,54660,1956,323,
Brazil,BRA,2003,,4218,27251,5042,11910,780,8573,62076,2224,15183,309,7619,308841,55619,59578,7492,11313,230,15210,72,178652,0,40476,25792,245,11077,0,43468,58356,30034,56108,1905,324,
Brazil,BRA,2004,,4140,28758,5273,11378,852,8518,60644,2253,14760,329,7414,313658,56885,58264,7843,11607,197,14219,72,184180,0,41850,26638,242,10583,,44289,58970,30720,57649,1863,325,
Brazil,BRA,2005,,4008,30196,5419,10664,1061,8269,59926,2201,14850,353,7038,311589,57078,56875,8139,11750,88,13317,70,186595,34,42513,26861,234,9910,,44263,57962,30664,58050,1793,322,
Brazil,BRA,2006,,3720,31762,5685,10111,976,8148,60171,2182,14627,391,6823,317244,59162,55546,8422,11967,90,12343,69,192001,1,44066,27258,232,9387,1,44884,58313,31245,59478,1776,329,
Brazil,BRA,2007,,3744,33367,5946,9713,730,8041,60023,2166,14815,433,6668,322286,61206,54149,8677,12105,140,11420,69,197167,7,45611,27932,227,9006,,45805,58747,31897,60968,1769,320,
Brazil,BRA,2008,,3693,34941,6224,9340,405,7903,61014,2235,15287,487,6580,328313,63628,52478,8886,12194,487,10615,71,202719,62,47260,28861,223,8652,,46857,59338,32644,62671,1751,310,
Brazil,BRA,2009,,3702,36563,6544,9090,386,7822,62508,2373,15281,553,6506,334995,67124,50683,8972,12315,165,9901,72,208607,14,48937,29944,221,8424,,47828,60515,33323,64434,1742,295,
Brazil,BRA,2010,,3175,38234,6893,8893,372,7596,62918,2285,15502,643,6347,340876,69897,48726,9093,12440,728,9313,93,214525,0,50718,31167,219,8246,,48796,61948,33985,66231,1749,281,
Brazil,BRA,2011,,2863,39782,7241,8686,307,7430,62969,2230,15397,738,6203,346499,72719,46576,9176,12749,2562,8819,73,220411,2,52766,32609,216,8058,,49449,63235,34641,68009,1754,269,
Brazil,BRA,2012,,2687,41153,7487,8411,287,7245,65597,2209,15316,827,6029,347193,74791,44173,9126,12929,78,8446,72,224727,4,53744,33482,216,7806,1,49398,63704,34788,68919,1736,255,
Brazil,BRA,2013,,2459,42632,7791,8240,214,7015,66519,2249,15671,920,5957,351474,77827,41687,9102,13091,185,8182,73,230413,18,55098,34746,213,7656,2,48900,64962,35182,70255,2097,247,
Brazil,BRA,2014,,2339,44168,8089,8006,151,6816,68062,2241,15675,998,5854,355512,80250,39034,9010,13205,119,7809,72,235262,64,56290,35868,208,7439,2,48168,65974,35307,71242,1691,240,
Brazil,BRA,2015,,2244,45968,8447,7921,114,6597,68067,2188,15849,1042,5807,363287,83400,36744,8958,13381,77,7656,73,241818,36,57990,37342,201,7353,3,46729,67975,35673,72690,1668,234,
Brazil,BRA,2016,,2194,48321,8828,7930,97,6507,69640,2178,15812,1097,5841,375893,87096,34752,9002,13793,94,7641,76,250600,15,60293,39230,198,7355,1,46213,70594,36645,75023,1683,231,
Brazil,BRA,2017,,2107,50594,8990,7798,122,6266,69269,2161,15873,1118,5681,377468,86960,33069,9092,13683,63,7523,74,252787,0,61107,39789,193,7238,0,44794,71523,36319,75027,1634,230,
Brazil,BRA,2018,,2051,52616,9248,8020,121,6185,67017,1993,15727,1113,5551,386886,87259,31170,9422,13527,22,7501,75,258368,0,63146,40931,192,7455,,44690,73858,37103,76558,1690,235,
Brazil,BRA,2019,,2008,54594,9564,8221,118,6110,65907,1935,15561,1127,5485,397993,88641,29661,9705,13503,22,7514,76,266014,0,65366,42336,190,7648,,44529,76551,38029,78484,1661,237,211049519
Chile,CHL,1990,,276,1328,438,190,0,496,1156,145,105,11,993,22267,6387,1795,271,2554,0,393,60,16587,8,1525,1349,72,175,8,2104,2781,3930,5984,598,23,
Chile,CHL,1991,,259,1389,448,188,0,489,1107,130,103,10,873,21594,6181,1608,271,2449,223,352,55,16573,16,1548,1356,62,174,16,2075,2757,3652,5695,545,19,
Chile,CHL,1992,,255,1461,462,189,0,499,1013,115,145,9,803,21228,6187,1538,266,2385,0,318,52,16715,12,1607,1393,60,175,12,2111,2760,3457,5498,507,15,
Chile,CHL,1993,,250,1545,484,206,0,530,932,115,200,10,776,21331,6364,1397,278,2411,120,293,54,17216,0,1716,1460,61,191,,2205,2818,3508,5581,491,13,
Chile,CHL,1994,,242,1630,498,224,0,555,883,97,287,10,752,21261,6453,1266,301,2372,3,279,56,17675,0,1816,1521,63,209,0,2282,2823,3672,5764,477,12,
Chile,CHL,1995,,233,1725,527,252,0,586,878,101,326,11,748,21582,6737,1184,326,2364,30,280,99,18347,1,1933,1627,62,237,1,2361,2901,3877,6021,468,10,
Chile,CHL,1996,,207,1820,558,292,0,601,853,84,391,12,730,21842,6842,1131,356,2306,0,278,57,18836,2,1996,1757,63,276,2,2425,2997,3973,6143,453,9,
Chile,CHL,1997,,199,1911,569,323,0,600,831,81,446,14,688,21573,6534,1050,392,2190,33,271,51,18970,0,1926,1911,59,306,0,2416,3089,3911,6068,451,9,
Chile,CHL,1998,,205,2009,595,402,0,592,849,73,436,15,659,21895,6204,1095,412,2106,4,272,48,19363,0,1965,2099,54,386,0,2376,3322,3887,6062,389,8,
Chile,CHL,1999,,200,2103,624,456,0,586,826,73,525,16,645,22245,5852,1053,442,2016,0,271,44,19831,1,2050,2267,54,437,0,2349,3556,3866,6071,366,6,
Chile,CHL,2000,,191,2179,633,475,0,580,775,66,518,19,625,21981,5000,959,508,1917,16,262,43,20025,1,2105,2381,52,457,0,2381,3671,3874,6073,364,7,
Chile,CHL,2001,,191,2278,661,495,0,591,794,57,578,23,643,22519,4561,898,545,1902,9,257,43,20607,0,2278,2591,54,475,0,2411,3942,4039,6288,366,6,
Chile,CHL,2002,,171,2380,684,511,0,576,780,55,474,29,634,22596,4139,802,577,1852,21,252,48,20958,0,2376,2713,54,491,0,2352,4068,4087,6343,356,6,
Chile,CHL,2003,,162,2500,726,544,0,569,778,48,452,32,631,23315,3945,802,580,1865,0,254,48,21575,0,2525,2920,54,522,0,2372,4292,4185,6498,359,6,
Chile,CHL,2004,,155,2614,766,559,0,546,792,54,428,36,620,23678,3894,862,576,1893,5,254,51,22062,0,2623,3113,53,536,,2390,4507,4200,6541,350,6,
Chile,CHL,2005,,148,2702,791,570,0,512,878,57,416,38,598,23624,3732,842,568,1887,58,245,50,22312,0,2644,3226,53,546,,2367,4572,4116,6455,344,5,
Chile,CHL,2006,,139,2797,815,569,0,486,860,50,438,42,579,23593,3652,848,560,1914,18,242,48,22611,0,2660,3301,52,544,0,2358,4626,4117,6458,343,5,
Chile,CHL,2007,,141,2908,850,579,0,469,663,48,416,47,560,23903,3726,883,551,1999,15,244,67,23081,0,2707,3421,52,555,0,2404,4767,4184,6560,374,5,
Chile,CHL,2008,,140,3009,867,563,0,460,769,46,412,48,527,23671,3668,874,547,2050,10,255,46,23382,0,2663,3420,50,539,0,2395,4753,4218,6595,350,5,
Chile,CHL,2009,,144,3161,925,578,0,460,746,57,458,52,528,24575,3834,905,543,2129,3,276,45,24500,0,2781,3597,49,552,0,2438,4999,4403,6884,385,5,
Chile,CHL,2010,,144,3314,988,590,0,427,797,54,451,53,521,25449,3980,857,534,2088,508,300,42,25411,0,2895,3783,44,563,0,2399,5264,4503,7080,470,5,
Chile,CHL,2011,,126,3443,1020,574,0,404,801,54,510,54,495,25568,3925,870,518,2031,1,320,40,25919,0,2936,3805,43,548,0,2354,5336,4493,7123,351,5,
Chile,CHL,2012,,133,3585,1061,556,0,383,765,58,483,57,481,25914,4026,834,510,1976,1,348,39,26528,0,2999,3954,39,529,0,2323,5422,4552,7251,345,5,
Chile,CHL,2013,,123,3735,1100,539,0,372,756,59,547,58,470,26372,4128,798,496,1960,4,381,39,27203,2,3100,4139,38,514,2,2347,5481,4658,7441,346,5,
Chile,CHL,2014,,131,3886,1131,514,0,366,839,62,539,61,450,26579,4124,834,485,1953,3,408,38,27672,1,3210,4292,36,490,1,2324,5550,4706,7541,369,5,
Chile,CHL,2015,,117,4061,1168,512,0,362,821,61,556,64,448,27087,4072,752,486,1963,227,423,37,28354,0,3368,4473,37,487,0,2314,5685,4803,7708,333,5,
Chile,CHL,2016,,115,4225,1190,506,0,356,776,57,522,66,437,27170,4065,702,481,1953,13,422,37,28698,0,3436,4579,37,483,2,2314,5743,4792,7746,332,5,
Chile,CHL,2017,,114,4417,1247,535,0,357,792,51,512,67,447,28370,4317,647,503,1976,31,434,38,29819,0,3582,4741,37,510,0,2319,5996,4943,8021,347,5,
Chile,CHL,2018,,114,4609,1292,555,0,357,795,50,503,69,451,29266,4512,617,517,1995,0,441,38,30748,0,3708,4893,38,530,,2314,6195,5054,8230,339,5,
Chile,CHL,2019,,113,4804,1334,576,0,356,793,49,492,71,456,30115,4703,594,531,2006,6,449,38,31648,0,3822,5038,38,550,,2299,6389,5157,8426,341,5,18952035
