Entity,Code,Year,Executions,Meningitis,Alzheimer's disease and other dementias,Parkinson's disease,Nutritional deficiencies,Malaria ,Drowning ,Interpersonal violence,Maternal disorders,HIV/AIDS,Drug use disorders,Tuberculosis,Cardiovascular diseases,Lower respiratory infections,Neonatal disorders,Alcohol use disorders,Self-harm,Exposure to forces of nature,Diarrheal diseases,Environmental heat and cold exposure,Neoplasms,Conflict and terrorism,Diabetes mellitus,Chronic kidney disease,Poisonings,Protein-energy malnutrition,Terrorism,Road injuries,Chronic respiratory diseases,Cirrhosis and diseases,Digestive diseases,"Fire, heat, and hot substances",Acute hepatitis,Population
El Salvador,SLV,1990,,221,591,101,438,2,197,2403,309,87,7,414,6256,1906,2872,979,574,0,2469,3,2601,1142,543,624,53,437,294,1434,1042,971,2124,81,5,
El Salvador,SLV,1991,,212,622,104,417,2,207,2463,282,105,8,391,6269,1915,2765,1020,553,0,2447,3,2684,1261,575,676,20,415,426,1448,1036,976,2115,77,5,
El Salvador,SLV,1992,,192,658,111,398,2,186,2584,267,127,8,369,6501,1972,2648,1077,543,2,2186,3,2857,83,641,758,20,397,23,1479,1056,1010,2154,74,4,
El Salvador,SLV,1993,,177,696,119,377,2,195,2818,249,153,9,346,6693,2036,2507,1123,560,22,1993,3,3014,3,709,847,21,376,,1540,1077,1040,2171,71,4,
El Salvador,SLV,1994,,161,735,128,364,2,234,3056,227,184,9,321,6818,2112,2362,1115,583,0,1867,3,3187,22,778,954,21,363,22,1574,1090,1069,2174,69,4,
El Salvador,SLV,1995,,143,765,132,341,2,264,3146,179,222,9,280,6615,2137,2239,1071,558,8,1682,3,3203,4,791,1017,20,340,3,1528,1067,1066,2116,65,4,
El Salvador,SLV,1996,,130,803,137,332,1,273,3119,162,269,9,249,6511,2187,2126,980,528,12,1536,3,3339,26,852,1118,19,331,26,1464,1045,1051,2049,61,4,
El Salvador,SLV,1997,,119,840,149,339,1,297,3203,142,326,11,229,6589,2263,1980,1000,543,11,1387,4,3596,1,942,1310,20,337,1,1535,1051,1104,2088,59,5,
El Salvador,SLV,1998,,113,880,166,354,1,328,3248,125,390,10,215,6971,2368,1836,1058,571,483,1235,4,3908,0,1054,1580,18,353,,1682,1093,1185,2167,60,6,
El Salvador,SLV,1999,,99,905,163,339,1,304,2976,99,460,8,178,6610,2234,1655,929,520,9,1056,4,3852,0,1038,1663,16,337,,1571,1024,1122,2018,55,6,
El Salvador,SLV,2000,,93,939,170,333,1,301,2887,78,535,7,156,6613,2188,1501,915,515,8,900,5,3951,0,1074,1855,17,332,,1598,1016,1125,1988,54,6,
El Salvador,SLV,2001,,88,979,175,324,1,283,2792,54,614,7,138,6611,2130,1343,854,496,1168,768,5,4039,0,1116,1996,15,323,,1538,1024,1093,1917,51,6,
El Salvador,SLV,2002,,73,1012,176,310,1,265,2729,57,680,6,122,6459,2031,1213,802,462,6,668,5,4025,0,1125,2082,14,309,,1451,1005,1057,1841,48,6,
El Salvador,SLV,2003,,73,1055,189,314,1,267,2849,59,731,6,118,6756,2060,1114,836,474,3,594,5,4201,0,1219,2323,13,313,,1487,1055,1091,1878,47,6,
El Salvador,SLV,2004,,74,1094,202,323,1,272,3015,64,759,6,116,7091,2110,1037,884,491,2,537,5,4408,0,1342,2586,12,321,,1524,1106,1128,1924,47,7,
El Salvador,SLV,2005,,73,1127,209,323,1,271,3145,68,740,6,110,7233,2109,961,905,496,172,483,5,4522,0,1431,2752,12,322,,1503,1129,1148,1936,47,7,
El Salvador,SLV,2006,,72,1160,216,323,1,266,3261,70,769,6,104,7355,2105,898,923,499,5,432,6,4610,0,1507,2907,11,322,,1482,1146,1168,1948,46,7,
El Salvador,SLV,2007,,69,1198,220,316,1,251,3264,67,822,6,99,7381,2064,839,886,488,14,395,4,4633,0,1554,2996,10,315,,1385,1154,1160,1927,44,6,
El Salvador,SLV,2008,,67,1237,220,305,1,238,3223,64,823,7,94,7325,2017,816,834,472,36,369,4,4581,0,1563,3055,9,304,,1279,1152,1142,1892,42,6,
El Salvador,SLV,2009,,71,1294,234,315,1,247,3299,73,800,7,97,7803,2114,824,843,508,394,359,4,4823,0,1710,3343,10,314,,1299,1230,1205,1986,43,7,
El Salvador,SLV,2010,,58,1334,228,295,1,230,3192,69,766,8,90,7525,1987,797,754,481,22,338,3,4670,0,1671,3269,9,294,,1169,1210,1170,1925,67,6,
El Salvador,SLV,2011,,57,1385,237,292,1,231,3186,71,722,8,92,7845,2029,802,760,506,49,329,3,4839,0,1783,3486,10,291,,1172,1259,1230,2009,40,6,
El Salvador,SLV,2012,,52,1427,231,271,1,199,6186,57,712,8,85,7551,1943,813,694,450,1,317,3,4683,0,1752,3373,9,269,,1032,1235,1197,1955,37,6,
El Salvador,SLV,2013,,53,1498,248,277,1,203,5977,54,743,8,88,8124,2069,802,715,465,5,315,3,4931,0,1913,3592,10,276,,1059,1326,1261,2056,38,6,
El Salvador,SLV,2014,,56,1552,272,291,1,228,6176,53,775,10,98,8896,2238,731,810,530,9,318,3,5297,0,2103,3960,11,290,,1208,1436,1380,2235,41,6,
El Salvador,SLV,2015,,55,1578,279,292,1,233,6555,51,779,10,99,9073,2257,671,832,546,13,314,3,5408,0,2139,3990,11,291,,1248,1452,1408,2280,42,6,
El Salvador,SLV,2016,,54,1597,281,287,1,225,3197,50,777,10,96,9087,2236,618,843,543,0,308,3,5493,0,2150,3995,11,286,,1251,1443,1426,2303,42,6,
El Salvador,SLV,2017,,53,1635,288,288,1,220,3150,47,743,11,95,9273,2254,566,852,540,10,307,3,5608,0,2176,4001,11,287,,1259,1461,1454,2350,41,6,
El Salvador,SLV,2018,,53,1666,295,290,0,219,3140,45,702,11,92,9456,2275,522,860,540,4,306,3,5734,0,2208,4013,11,289,,1276,1484,1469,2379,42,6,
El Salvador,SLV,2019,,52,1695,305,293,0,213,3047,44,680,11,89,9695,2304,483,874,531,0,308,3,5905,0,2257,4083,11,291,,1279,1514,1500,2432,42,6,6453550
Guatemala,GTM,1990,,308,419,116,5520,32,338,3788,725,248,66,2022,7296,11129,8150,1396,447,0,10599,4,3950,749,596,1141,110,4997,68,998,1627,2346,4714,206,11,
Guatemala,GTM,1991,,331,429,125,5664,48,349,4024,763,274,72,2038,7858,11534,8099,1489,500,37,10030,4,4298,499,790,1223,110,5145,73,1065,1712,2582,5056,207,12,
Guatemala,GTM,1992,,337,437,132,5587,50,351,4174,981,290,77,1932,8268,11875,8009,1574,541,0,9183,4,4603,421,977,1306,104,5099,28,1101,1775,2741,5260,207,11,
Guatemala,GTM,1993,,356,445,138,5369,68,347,3966,682,314,86,1752,8566,12026,7811,1683,592,0,8600,4,4962,218,1150,1347,103,4922,,1151,1800,2911,5450,209,11,
Guatemala,GTM,1994,,354,452,140,4962,14,343,4236,927,321,89,1523,8570,11841,7700,1710,622,10,7982,4,5284,309,1316,1339,98,4578,22,1150,1716,2927,5409,207,9,
Guatemala,GTM,1995,,348,456,135,4286,20,324,4555,1013,348,85,1275,7901,11252,7545,1628,608,31,7008,4,5191,162,1353,1237,90,3991,40,1105,1520,2668,4955,193,8,
Guatemala,GTM,1996,,345,470,137,4003,4,315,4561,794,351,84,1175,7684,11120,7412,1587,609,0,6464,5,5296,36,1435,1215,89,3749,14,1096,1418,2566,4776,187,7,
Guatemala,GTM,1997,,357,494,148,3919,21,329,4944,835,417,87,1100,8034,11476,7278,1570,662,0,6164,6,5781,53,1664,1298,92,3679,22,1147,1411,2687,4938,183,5,
Guatemala,GTM,1998,,351,521,160,3772,28,339,4877,853,437,93,966,8327,11690,7093,1566,732,435,5974,6,6232,31,1885,1396,93,3548,,1164,1392,2871,5140,182,4,
Guatemala,GTM,1999,,343,548,164,3551,34,358,4553,821,511,90,846,8125,11576,6861,1510,816,14,5455,8,6485,25,2047,1433,95,3352,3,1143,1337,2929,5149,181,4,
Guatemala,GTM,2000,,335,583,171,3473,32,403,4662,702,435,77,775,8101,11670,6663,1398,1023,41,5280,13,6960,12,2264,1557,108,3279,2,1224,1280,3171,5422,191,3,
Guatemala,GTM,2001,,314,625,181,3595,19,423,4261,1100,485,63,696,8087,11489,6433,1414,1129,7,5146,16,7307,18,2461,1697,114,3425,1,1243,1287,3344,5601,189,4,
Guatemala,GTM,2002,,297,671,189,3259,28,414,4569,1268,605,49,622,7997,11104,6116,1418,1140,71,4957,18,7627,23,2702,1819,121,3118,,1238,1274,3397,5644,186,4,
Guatemala,GTM,2003,,291,724,197,3158,15,421,5114,1068,656,41,605,8194,10905,5601,1463,1168,27,4781,21,8032,30,2919,2000,133,3034,1,1298,1325,3538,5835,186,4,
Guatemala,GTM,2004,,293,782,208,3105,8,429,5547,720,729,36,576,8503,10864,5147,1555,1203,6,4605,25,8438,27,3188,2236,152,2992,3,1376,1383,3608,5964,189,6,
Guatemala,GTM,2005,,281,841,220,3140,9,425,6987,944,868,30,535,8762,10603,4727,1656,1147,324,4392,26,8717,2,3485,2463,173,3033,,1411,1446,3624,6003,183,9,
Guatemala,GTM,2006,,285,902,230,3112,6,426,6953,643,900,33,511,9098,10368,4432,1697,1150,20,4206,28,9045,5,3733,2706,191,2996,5,1502,1500,3673,6075,187,12,
Guatemala,GTM,2007,,278,968,238,3006,1,421,6767,884,845,36,484,9366,10014,4172,1678,1072,23,4008,29,9183,5,3905,2940,197,2873,,1564,1515,3663,6039,178,14,
Guatemala,GTM,2008,,272,1037,249,2883,0,426,7296,850,845,46,466,9708,9852,3926,1633,1008,62,3883,31,9355,0,4092,3276,203,2730,,1651,1561,3706,6080,169,15,
Guatemala,GTM,2009,,280,1111,264,2738,1,422,8164,860,795,65,457,10410,9714,3734,1591,939,2,3721,34,9732,0,4411,3659,221,2565,,1836,1669,3900,6352,160,16,
Guatemala,GTM,2010,,288,1181,277,2568,0,423,6989,430,708,78,445,11130,9698,3605,1582,918,177,3565,37,10103,0,4736,4091,230,2384,,2039,1746,4105,6634,157,18,
Guatemala,GTM,2011,,296,1252,289,2361,1,438,6113,352,699,117,426,11788,9579,3525,1577,877,75,3419,39,10344,27,4987,4425,254,2181,,2201,1821,4283,6855,165,19,
Guatemala,GTM,2012,,268,1327,299,2177,1,428,5629,516,627,142,413,12303,9395,3480,1546,844,7,3279,41,10519,2,5212,4732,258,2010,2,2291,1870,4409,6992,164,19,
Guatemala,GTM,2013,,257,1402,311,2013,1,416,5555,716,579,161,411,12837,9317,3371,1519,820,11,3161,42,10712,4,5465,5032,256,1864,4,2367,1950,4559,7159,161,18,
Guatemala,GTM,2014,,264,1477,323,1858,0,407,5426,585,637,172,412,13352,9265,3272,1491,823,18,3100,43,10939,0,5768,5291,249,1724,,2433,2022,4748,7410,164,17,
Guatemala,GTM,2015,,250,1554,335,1705,1,401,5384,523,570,188,424,13889,9239,3169,1502,834,7,3028,44,11211,0,6032,5497,247,1591,,2565,2144,4970,7695,169,16,
Guatemala,GTM,2016,,254,1639,347,1636,0,399,5290,446,638,205,431,14386,9353,3127,1521,860,10,3017,45,11520,0,6244,5670,245,1534,,2691,2251,5162,7963,173,17,
Guatemala,GTM,2017,,248,1734,363,1602,0,403,5330,416,652,213,424,14776,9389,2984,1596,891,21,2919,44,11758,0,6344,5754,248,1510,,2780,2341,5224,8066,218,17,
Guatemala,GTM,2018,,243,1839,383,1737,0,402,5958,473,661,211,418,15251,9608,2907,1679,917,427,2912,42,12150,0,6476,5856,244,1638,,2750,2423,5348,8285,175,16,
Guatemala,GTM,2019,,242,1941,406,1847,0,407,6293,505,669,218,419,15882,9875,2834,1769,953,0,2916,41,12605,0,6671,6018,245,1744,,2795,2529,5521,8570,176,15,16604026
Guyana,GUY,1990,,25,45,15,155,161,66,124,29,87,0,100,2326,274,622,16,193,0,223,4,513,0,311,112,9,132,0,152,90,218,356,27,9,
Guyana,GUY,1991,,21,45,14,139,254,60,116,25,61,1,95,2193,262,600,15,193,0,205,4,493,0,307,107,8,119,,140,86,205,336,26,9,
Guyana,GUY,1992,,19,46,14,124,258,56,97,26,73,1,91,2112,260,569,15,184,0,197,3,483,0,309,105,7,108,0,130,86,197,319,24,8,
Guyana,GUY,1993,,19,47,15,120,201,57,111,27,125,1,93,2207,276,548,15,192,0,196,3,505,0,336,112,8,105,,130,91,201,327,25,9,
Guyana,GUY,1994,,17,47,15,110,236,54,118,31,153,1,93,2155,275,521,16,192,0,186,4,496,0,338,110,6,97,,127,90,199,318,23,8,
Guyana,GUY,1995,,16,46,16,101,331,54,122,33,179,1,97,2144,275,495,16,200,0,175,4,504,0,357,115,6,89,,130,92,203,321,23,7,
Guyana,GUY,1996,,16,46,16,100,187,58,143,31,253,1,101,2127,281,468,17,220,0,171,5,528,0,389,120,5,88,,141,95,211,330,24,6,
Guyana,GUY,1997,,16,46,16,90,204,60,145,33,195,1,104,2050,281,443,18,229,0,161,5,525,0,398,122,5,80,0,144,94,207,324,25,5,
Guyana,GUY,1998,,15,47,16,84,220,61,154,35,212,1,103,1979,282,421,19,248,0,150,5,534,1,410,125,4,74,0,144,94,202,316,24,4,
Guyana,GUY,1999,,15,48,16,80,154,63,138,33,248,1,98,1843,271,396,20,251,0,145,4,545,0,424,129,4,71,,151,90,195,304,24,3,
Guyana,GUY,2000,,15,51,17,80,119,64,163,26,302,2,105,1868,252,369,23,221,0,143,4,604,0,486,146,4,72,,145,91,170,273,25,3,
Guyana,GUY,2001,,13,51,17,76,96,62,153,30,400,1,93,1897,269,355,22,247,0,121,4,588,0,477,150,3,69,0,152,94,192,305,23,3,
Guyana,GUY,2002,,11,51,18,75,69,61,172,30,411,1,91,1949,274,354,22,253,0,110,3,596,4,493,156,3,68,4,152,96,207,324,21,3,
Guyana,GUY,2003,,11,52,18,72,71,61,197,29,362,1,90,1978,269,344,21,255,0,102,3,596,0,493,161,3,65,0,152,96,211,330,20,2,
Guyana,GUY,2004,,11,52,19,71,59,63,175,30,337,1,91,2005,267,337,22,256,0,96,3,601,0,501,169,3,63,,154,98,217,339,20,2,
Guyana,GUY,2005,,10,53,19,67,71,66,186,29,315,1,87,1991,258,323,22,247,34,93,3,604,0,500,177,2,60,,155,97,218,340,19,2,
Guyana,GUY,2006,,9,54,19,65,43,67,181,29,285,1,87,1973,250,300,22,247,0,88,3,605,6,492,183,2,58,6,157,96,216,338,19,2,
Guyana,GUY,2007,,9,56,19,64,21,68,162,29,266,1,85,2029,250,288,23,247,0,84,3,622,0,495,192,2,57,,156,98,215,341,18,2,
Guyana,GUY,2008,,9,59,20,63,28,66,162,29,234,1,83,2070,250,282,23,243,0,80,3,633,52,496,202,2,55,23,149,99,218,345,18,2,
Guyana,GUY,2009,,9,61,20,59,39,67,150,26,212,1,79,2078,246,271,24,244,0,77,4,634,0,482,210,2,52,,147,100,216,342,18,2,
Guyana,GUY,2010,,9,64,21,58,67,71,163,28,204,1,80,2131,249,252,24,256,0,72,4,655,0,491,230,2,51,,148,103,227,357,18,2,
Guyana,GUY,2011,,7,66,21,54,117,72,168,25,218,1,76,2150,246,242,24,258,0,68,4,665,0,488,245,2,47,,153,103,228,358,17,2,
Guyana,GUY,2012,,7,69,22,52,110,74,165,25,227,1,74,2204,250,236,24,266,0,66,4,684,0,488,263,2,45,,155,107,234,367,17,2,
Guyana,GUY,2013,,7,71,23,51,122,72,184,22,198,1,70,2221,254,229,24,262,0,64,4,693,0,487,271,2,44,,149,111,231,365,17,2,
Guyana,GUY,2014,,7,73,23,54,34,73,184,25,198,2,70,2281,263,230,25,268,0,65,4,717,0,501,282,2,47,,154,114,243,382,17,2,
Guyana,GUY,2015,,6,74,23,52,32,69,176,24,193,2,68,2292,258,214,25,262,0,63,4,722,0,511,276,2,45,,152,113,242,378,17,2,
Guyana,GUY,2016,,6,76,24,51,37,67,175,24,189,2,66,2322,258,207,26,263,0,62,4,734,0,522,276,2,44,0,152,114,243,380,16,2,
Guyana,GUY,2017,,6,77,24,50,44,65,176,23,188,2,64,2362,260,204,26,267,0,62,4,749,0,537,279,2,44,,154,116,245,385,16,2,
Guyana,GUY,2018,,6,78,25,50,18,65,179,24,185,2,62,2404,262,200,27,263,0,62,4,767,0,554,283,2,44,,156,117,249,390,17,2,
Guyana,GUY,2019,,6,79,25,49,17,63,179,24,181,2,61,2430,262,192,27,250,0,61,4,780,0,567,285,2,43,,156,119,251,393,16,2,782775
Haiti,HTI,1990,,1902,280,128,2649,440,1715,1839,1251,2922,13,2005,16501,8644,4447,200,612,0,9865,152,5836,15,2628,1177,270,2580,13,1068,2420,1474,3306,707,137,
Haiti,HTI,1991,,1812,289,130,2434,1661,1586,1822,1180,4232,13,1924,16419,8292,4440,199,594,0,9710,148,5824,367,2610,1167,256,2371,137,1028,2392,1459,3256,675,132,
Haiti,HTI,1992,,1763,300,133,2285,1045,1595,1851,1172,5711,13,1894,16594,8067,4479,204,612,0,9594,148,5931,18,2637,1183,249,2226,18,1041,2415,1475,3271,662,131,
Haiti,HTI,1993,,1698,311,136,2130,1285,1585,1869,1170,7260,14,1841,16754,7816,4541,208,619,13,9430,146,6008,37,2666,1194,238,2075,,1032,2427,1481,3266,641,129,
Haiti,HTI,1994,,1624,321,138,1977,1533,1508,1893,1162,8771,14,1773,16809,7559,4602,209,621,1122,9325,145,6054,131,2687,1200,226,1926,87,1014,2427,1479,3246,615,126,
Haiti,HTI,1995,,1618,333,142,1842,1262,1494,1953,1170,10146,15,1776,16874,7407,4664,214,631,0,8937,144,6111,17,2694,1213,215,1794,16,1013,2439,1483,3240,592,123,
Haiti,HTI,1996,,1516,345,144,1729,1388,1425,1974,1164,11329,15,1744,16775,7319,4741,214,623,84,8279,142,6106,14,2690,1209,204,1684,14,989,2426,1467,3200,568,118,
Haiti,HTI,1997,,1490,360,148,1640,571,1411,2095,1198,12294,16,1750,16936,7330,4817,220,643,0,7720,143,6206,9,2728,1230,199,1597,9,1005,2456,1479,3221,558,116,
Haiti,HTI,1998,,1409,373,151,1497,1900,1325,2036,1185,13065,16,1625,16802,7042,4790,217,612,190,7299,138,6153,0,2721,1222,183,1458,0,947,2427,1448,3148,521,107,
Haiti,HTI,1999,,1380,389,156,1421,1277,1230,2136,1246,13637,17,1600,17085,6955,4812,224,637,14,6982,139,6302,14,2791,1262,178,1383,3,967,2475,1461,3172,512,104,
Haiti,HTI,2000,,1333,405,163,1342,1126,1275,2210,1321,14037,18,1551,17387,6796,4814,230,650,16,6652,139,6444,5,2852,1304,171,1305,5,970,2514,1474,3190,496,100,
Haiti,HTI,2001,,1316,422,169,1305,637,1289,2328,1421,14247,19,1521,17805,6728,4850,236,676,26,6391,140,6651,0,2928,1366,168,1268,0,995,2571,1506,3253,493,98,
Haiti,HTI,2002,,1298,440,175,1273,836,1260,2382,1452,14294,20,1471,18159,6650,4913,241,686,37,6131,140,6820,0,2988,1417,166,1236,0,1001,2613,1529,3297,487,96,
Haiti,HTI,2003,,1289,458,182,1252,730,1276,2472,1521,14241,21,1444,18651,6605,4990,248,709,90,5940,141,7041,4,3077,1480,165,1215,4,1025,2674,1568,3373,487,95,
Haiti,HTI,2004,,1290,475,188,1241,458,1274,2570,1631,14088,22,1428,19171,6604,5097,256,738,5422,5786,142,7277,238,3172,1547,167,1204,7,1057,2742,1612,3459,490,95,
Haiti,HTI,2005,,1286,493,195,1225,786,1300,2620,1698,13614,23,1408,19662,6596,5211,263,752,88,5578,143,7484,41,3259,1607,167,1188,1,1072,2800,1643,3521,491,94,
Haiti,HTI,2006,,1282,510,202,1204,1072,1292,2681,1697,12735,24,1396,20115,6605,5309,269,765,16,5406,145,7675,82,3311,1660,168,1167,2,1086,2856,1673,3581,491,93,
Haiti,HTI,2007,,1278,531,209,1179,969,1323,2775,1702,11811,25,1396,20619,6622,5389,278,789,163,5250,148,7892,1,3368,1717,169,1141,1,1114,2923,1709,3652,495,92,
Haiti,HTI,2008,,1278,549,215,1156,1260,1318,2821,1736,10993,26,1391,21069,6643,5483,285,799,698,5061,150,8072,6,3414,1768,171,1119,,1127,2981,1733,3699,498,91,
Haiti,HTI,2009,,1275,567,221,1130,1640,1324,2870,1708,10472,27,1382,21515,6643,5589,292,810,21,4844,151,8256,1,3462,1820,172,1093,,1138,3031,1754,3737,500,90,
Haiti,HTI,2010,,1269,574,222,1106,1890,1329,2878,1721,10370,27,1365,21647,6604,5668,295,814,222641,6005,151,8318,0,3467,1848,171,1068,,1140,3038,1752,3730,497,88,
Haiti,HTI,2011,,1281,586,225,1100,955,1346,3005,1746,10128,29,1373,22077,6625,5726,304,850,39,10011,152,8491,0,3545,1903,175,1062,,1188,3060,1774,3754,506,89,
Haiti,HTI,2012,,1199,607,232,1095,876,1405,3080,1738,9486,30,1371,22631,6645,5814,314,869,130,4493,154,8736,0,3630,1969,178,1057,,1219,3132,1816,3838,515,87,
Haiti,HTI,2013,,1204,628,237,1088,698,1352,3175,1739,8893,32,1370,23152,6660,5907,325,898,6,5055,156,8996,0,3710,2034,182,1049,,1260,3193,1866,3926,525,87,
Haiti,HTI,2014,,1228,648,243,1074,447,1462,3255,1731,8477,34,1358,23691,6724,5947,335,925,12,4720,157,9244,0,3791,2091,182,1035,,1285,3234,1916,4005,527,87,
Haiti,HTI,2015,,1205,671,249,1069,407,1472,3329,1705,8082,35,1351,24296,6684,6052,345,952,11,4629,158,9507,0,3878,2152,184,1030,,1315,3285,1967,4097,532,86,
Haiti,HTI,2016,,1186,694,254,1045,465,1497,3377,1657,7243,37,1337,24801,6623,6069,354,971,599,4935,159,9739,7,3952,2203,184,1006,7,1337,3321,2016,4176,530,85,
Haiti,HTI,2017,,1138,718,261,1000,355,1475,3429,1616,6279,39,1318,25322,6466,5951,362,989,35,4418,160,9980,0,4033,2253,180,962,,1347,3352,2066,4258,520,83,
Haiti,HTI,2018,,1046,743,269,973,410,1464,3475,1582,5930,40,1300,25921,6379,5904,373,1004,17,4235,161,10254,22,4140,2314,178,935,,1357,3391,2110,4323,513,82,
Haiti,HTI,2019,,997,767,276,953,453,1455,3519,1562,5908,42,1286,26468,6323,5855,383,1017,0,4090,162,10517,0,4245,2371,177,915,,1366,3420,2151,4384,508,82,11263079
Honduras,HND,1990,,203,335,86,386,12,253,1732,479,78,27,523,4455,1533,2786,154,168,5,3413,4,2208,5,273,564,66,357,3,736,1274,1125,2792,44,38,
Honduras,HND,1991,,201,354,89,375,23,253,1816,444,94,28,514,4532,1507,2827,159,169,0,3325,4,2252,18,278,580,66,348,18,743,1293,1146,2819,44,38,
Honduras,HND,1992,,199,383,97,366,20,250,1930,473,110,30,525,4902,1480,2837,165,173,0,3212,4,2412,5,305,633,65,339,5,753,1366,1207,2920,43,37,
Honduras,HND,1993,,196,405,101,353,8,247,2018,434,125,31,503,5011,1439,2859,169,173,413,3153,4,2472,0,312,653,64,327,,757,1393,1234,2948,43,37,
Honduras,HND,1994,,192,428,107,339,11,241,2110,401,139,32,487,5159,1396,2877,174,174,151,3021,4,2542,10,321,679,62,314,10,764,1427,1267,2984,43,36,
Honduras,HND,1995,,192,462,120,336,20,244,2220,438,153,34,510,5819,1393,2883,180,179,32,2876,4,2790,8,365,771,61,311,8,786,1568,1363,3160,43,35,
Honduras,HND,1996,,188,482,133,325,13,237,2279,393,167,36,516,6355,1372,2851,186,178,8,2698,4,2953,11,394,846,59,301,11,797,1687,1429,3278,43,34,
Honduras,HND,1997,,184,491,137,310,12,235,2377,376,179,37,519,6500,1320,2815,192,178,0,2534,4,3054,14,408,900,57,287,14,821,1717,1461,3312,42,33,
Honduras,HND,1998,,181,499,140,297,12,230,2450,368,191,39,518,6639,1264,2768,197,177,14600,2382,4,3158,0,422,961,55,274,,858,1749,1490,3344,41,31,
Honduras,HND,1999,,160,510,144,285,13,222,2511,363,202,41,519,6807,1192,2714,202,172,34,2214,4,3273,0,434,1031,52,263,,911,1795,1529,3395,40,30,
Honduras,HND,2000,,156,525,149,270,12,214,2587,363,213,43,512,6998,1117,2598,206,169,0,2041,3,3379,0,448,1104,48,249,,947,1846,1562,3446,39,27,
Honduras,HND,2001,,153,542,155,257,7,217,2637,365,224,45,509,7224,1085,2536,213,174,21,1906,4,3517,0,470,1180,48,237,,979,1892,1603,3497,39,27,
Honduras,HND,2002,,149,559,162,243,3,219,2663,361,235,48,509,7463,1052,2442,221,180,11,1791,4,3670,0,496,1286,49,224,0,1007,1939,1644,3549,39,26,
Honduras,HND,2003,,147,577,169,233,3,222,2678,364,228,51,508,7712,1034,2387,230,188,10,1700,4,3840,23,524,1399,49,215,,1038,1991,1690,3615,125,25,
Honduras,HND,2004,,144,599,177,223,4,221,2654,360,150,54,509,7997,1017,2353,239,191,0,1620,4,4009,56,551,1486,49,205,28,1043,2050,1740,3681,154,25,
Honduras,HND,2005,,142,621,184,215,4,222,2767,361,96,56,507,8247,1005,2326,245,196,61,1580,4,4162,0,572,1560,49,198,,1057,2108,1789,3771,40,24,
Honduras,HND,2006,,141,648,194,210,2,223,2924,359,82,58,500,8529,1001,2306,252,199,4,1536,4,4331,0,595,1638,50,193,,1068,2173,1845,3865,40,24,
Honduras,HND,2007,,140,675,204,205,3,223,3113,358,79,60,495,8836,997,2286,259,203,7,1492,4,4509,0,620,1719,50,188,,1078,2244,1904,3959,40,24,
Honduras,HND,2008,,137,704,218,199,2,220,3281,349,77,62,489,9275,989,2229,267,204,67,1449,4,4735,0,652,1822,50,183,,1070,2347,1980,4080,40,23,
Honduras,HND,2009,,136,736,237,199,4,217,3418,339,79,64,485,9845,1002,2199,275,204,8,1403,4,4999,2,693,1943,50,183,2,1063,2480,2072,4238,41,23,
Honduras,HND,2010,,136,768,260,201,2,215,3526,325,79,67,487,10559,1026,2174,287,205,144,1399,4,5311,0,743,2093,50,185,,1057,2646,2189,4447,41,23,
Honduras,HND,2011,,113,800,293,207,2,214,3383,294,80,70,498,11617,1057,2138,302,205,33,1408,4,5749,2,815,2302,51,190,2,1045,2889,2340,4722,42,23,
Honduras,HND,2012,,107,825,334,210,2,207,7653,247,81,74,504,12737,1086,2015,323,202,1,1382,5,6286,0,903,2556,51,192,,1000,3163,2530,5013,421,23,
Honduras,HND,2013,,108,847,343,211,3,210,7428,247,82,78,513,13055,1096,1989,331,207,0,1361,5,6492,5,933,2647,52,193,5,1021,3224,2595,5120,42,23,
Honduras,HND,2014,,109,875,352,211,1,213,7481,246,82,82,523,13310,1099,1924,341,212,4,1327,5,6689,0,963,2736,52,193,0,1045,3274,2652,5202,43,23,
Honduras,HND,2015,,108,903,360,211,2,217,8119,247,82,86,529,13586,1100,1865,350,218,0,1291,5,6879,0,991,2819,53,193,,1066,3316,2704,5278,43,22,
Honduras,HND,2016,,108,935,369,212,3,220,3235,247,83,90,536,13893,1101,1801,360,223,7,1265,5,7092,2,1021,2907,53,193,2,1090,3369,2771,5383,44,22,
Honduras,HND,2017,,108,973,379,213,0,223,3243,249,85,95,541,14242,1104,1727,370,229,21,1243,5,7307,0,1052,2990,54,194,2,1116,3418,2844,5493,44,22,
Honduras,HND,2018,,108,1015,390,215,1,226,3281,252,89,99,547,14619,1111,1669,379,235,6,1211,5,7532,0,1089,3078,55,196,,1142,3475,2901,5581,45,22,
Honduras,HND,2019,,109,1058,401,218,1,230,3321,254,91,104,558,15015,1121,1618,389,241,0,1181,5,7743,0,1127,3163,56,198,,1166,3536,2952,5662,46,22,9746115
Jamaica,JAM,2007,0,25,635,124,70,0,12,768,26,499,4,11,4788,394,548,9,64,5,35,1,3377,0,1915,705,4,64,0,172,607,155,429,20,1,
Jamaica,JAM,2008,0,26,652,136,71,0,15,734,35,493,5,13,5289,422,541,10,80,13,38,2,3812,0,2063,774,4,65,,215,671,175,481,22,2,
Jamaica,JAM,2009,0,24,671,142,68,0,15,1015,19,428,5,13,5626,437,533,10,83,0,39,2,4009,0,2160,794,4,61,,239,696,179,498,22,2,
